dialogue_id	turn_id	annotations
joker_00001	2	VALID
joker_00001	4	INVALID
joker_00001	6	INVALID
joker_00001	8	VALID
joker_00001	14	INVALID
joker_00001	16	INVALID
joker_00001	18	INVALID
joker_00001	20	ACCEPTABLE
joker_00001	22	VALID
joker_00001	24	VALID
joker_00001	26	VALID
joker_00001	28	VALID
joker_00001	34	VALID
joker_00001	36	INVALID
joker_00001	38	INVALID
joker_00001	40	INVALID
joker_00001	42	ACCEPTABLE
joker_00001	44	VALID
joker_00001	46	VALID
joker_00001	48	VALID
joker_00002	6	INVALID
joker_00002	8	INVALID
joker_00002	10	INVALID
joker_00002	12	INVALID
joker_00002	14	VALID
joker_00002	16	VALID
joker_00002	18	VALID
joker_00002	20	INVALID
joker_00002	26	INVALID
joker_00002	28	INVALID
joker_00002	30	INVALID
joker_00002	32	INVALID
joker_00002	34	INVALID
joker_00002	36	INVALID
joker_00002	38	INVALID
joker_00002	40	INVALID
joker_00002	46	INVALID
joker_00002	48	INVALID
joker_00002	50	VALID
joker_00003	2	VALID
joker_00003	4	VALID
joker_00003	6	INVALID
joker_00003	8	INVALID
joker_00003	10	INVALID
joker_00003	16	INVALID
joker_00003	18	INVALID
joker_00003	20	INVALID
joker_00003	22	ACCEPTABLE
joker_00003	24	ACCEPTABLE
joker_00003	26	VALID
joker_00004	2	INVALID
joker_00004	4	VALID
joker_00004	10	INVALID
joker_00004	12	INVALID
joker_00004	14	INVALID
joker_00004	16	INVALID
joker_00004	18	INVALID
joker_00004	20	INVALID
joker_00004	22	VALID
joker_00004	24	VALID
joker_00004	30	INVALID
joker_00004	32	VALID
joker_00004	34	INVALID
joker_00004	36	INVALID
joker_00004	38	ACCEPTABLE
joker_00004	40	ACCEPTABLE
joker_00004	42	INVALID
joker_00004	44	ACCEPTABLE
joker_00004	50	VALID
joker_00004	52	VALID
joker_00004	54	INVALID
joker_00004	56	INVALID
joker_00004	58	VALID
joker_00004	60	VALID
joker_00005	2	INVALID
joker_00005	4	INVALID
joker_00005	10	ACCEPTABLE
joker_00006	2	VALID
joker_00006	4	VALID
joker_00006	6	VALID
joker_00006	8	VALID
joker_00006	10	VALID
joker_00006	12	VALID
joker_00006	14	INVALID
joker_00006	20	INVALID
joker_00006	22	VALID
joker_00006	24	VALID
joker_00006	26	VALID
joker_00006	28	VALID
joker_00006	30	VALID
joker_00006	32	INVALID
joker_00006	34	INVALID
joker_00006	40	INVALID
joker_00006	42	VALID
joker_00007	2	VALID
joker_00007	4	INVALID
joker_00007	6	VALID
joker_00007	8	VALID
joker_00007	10	ACCEPTABLE
joker_00007	12	VALID
joker_00007	18	VALID
joker_00007	20	INVALID
joker_00007	22	VALID
joker_00007	24	VALID
joker_00007	26	VALID
joker_00007	28	INVALID
joker_00007	30	VALID
joker_00007	32	INVALID
joker_00008	2	VALID
joker_00008	4	INVALID
joker_00008	6	VALID
joker_00008	8	VALID
joker_00008	10	VALID
joker_00008	12	VALID
joker_00008	14	VALID
joker_00008	16	VALID
joker_00008	22	INVALID
joker_00008	24	INVALID
joker_00008	26	VALID
joker_00008	28	INVALID
joker_00008	30	VALID
joker_00008	32	ACCEPTABLE
joker_00008	34	ACCEPTABLE
joker_00008	36	VALID
joker_00008	42	INVALID
joker_00008	44	VALID
joker_00009	2	VALID, VALID
joker_00009	4	VALID, ACCEPTABLE
joker_00009	6	INVALID, INVALID
joker_00009	8	VALID, ACCEPTABLE
joker_00009	10	ACCEPTABLE, INVALID
joker_00009	12	ACCEPTABLE, VALID
joker_00009	18	INVALID, INVALID
joker_00009	20	ACCEPTABLE, VALID
joker_00009	22	ACCEPTABLE, ACCEPTABLE
joker_00009	24	ACCEPTABLE, ACCEPTABLE
joker_00009	26	VALID, VALID
joker_00009	28	ACCEPTABLE, VALID
joker_00009	30	INVALID, INVALID
joker_00009	32	VALID, VALID
joker_00009	38	INVALID, VALID
joker_00009	40	VALID, INVALID
joker_00009	42	VALID, VALID
joker_00009	44	VALID, VALID
joker_00010	2	VALID, VALID
joker_00010	4	VALID, VALID
joker_00010	6	VALID, VALID
joker_00010	8	INVALID, INVALID
joker_00010	14	INVALID, INVALID
joker_00010	16	ACCEPTABLE, ACCEPTABLE
joker_00010	18	ACCEPTABLE, ACCEPTABLE
joker_00010	20	VALID, VALID
joker_00010	22	ACCEPTABLE, ACCEPTABLE
joker_00010	24	VALID, VALID
joker_00010	26	INVALID, INVALID
joker_00010	28	VALID, VALID
joker_00010	34	INVALID, INVALID
joker_00010	36	VALID, VALID
joker_00010	38	INVALID, INVALID
joker_00010	40	ACCEPTABLE, ACCEPTABLE
joker_00010	42	ACCEPTABLE, ACCEPTABLE
joker_00010	44	VALID, VALID
joker_00011	2	VALID, VALID
joker_00011	4	VALID, VALID
joker_00011	10	VALID, VALID
joker_00011	12	INVALID, INVALID
joker_00011	14	VALID, VALID
joker_00011	16	VALID, VALID
joker_00011	18	ACCEPTABLE, VALID
joker_00011	20	INVALID, INVALID
joker_00011	22	ACCEPTABLE, INVALID
joker_00011	24	VALID, VALID
joker_00011	30	VALID, VALID
joker_00011	32	INVALID, VALID
joker_00011	34	INVALID, ACCEPTABLE
joker_00011	36	VALID, VALID
joker_00012	2	VALID, VALID
joker_00012	4	VALID, VALID
joker_00012	6	ACCEPTABLE, VALID
joker_00012	8	ACCEPTABLE, VALID
joker_00012	14	INVALID, ACCEPTABLE
joker_00012	16	INVALID, INVALID
joker_00012	18	INVALID, INVALID
joker_00012	20	VALID, VALID
joker_00012	22	INVALID, ACCEPTABLE
joker_00012	24	ACCEPTABLE, INVALID
joker_00012	26	VALID, ACCEPTABLE
joker_00012	28	INVALID, INVALID
joker_00012	34	INVALID, ACCEPTABLE
joker_00012	36	INVALID, INVALID
joker_00012	38	INVALID, INVALID
joker_00012	40	VALID, VALID
joker_00013	2	VALID
joker_00013	4	ACCEPTABLE
joker_00013	6	ACCEPTABLE
joker_00013	8	INVALID
joker_00013	14	INVALID
joker_00013	16	INVALID
joker_00013	18	ACCEPTABLE
joker_00013	20	INVALID
joker_00013	22	INVALID
joker_00013	24	ACCEPTABLE
joker_00013	26	INVALID
joker_00013	28	INVALID
joker_00013	34	INVALID
joker_00013	36	INVALID
joker_00013	38	ACCEPTABLE
joker_00013	40	VALID
joker_00013	42	VALID
joker_00014	2	VALID, VALID
joker_00014	4	VALID, VALID
joker_00014	6	INVALID, INVALID
joker_00014	12	VALID, ACCEPTABLE
joker_00014	14	ACCEPTABLE, INVALID
joker_00014	16	INVALID, INVALID
joker_00014	18	ACCEPTABLE, INVALID
joker_00014	20	VALID, ACCEPTABLE
joker_00014	22	INVALID, INVALID
joker_00014	24	INVALID, ACCEPTABLE
joker_00014	26	INVALID, INVALID
joker_00014	32	INVALID, VALID
joker_00014	34	VALID, ACCEPTABLE
joker_00014	36	ACCEPTABLE, VALID
joker_00014	38	ACCEPTABLE, VALID
joker_00014	40	ACCEPTABLE, VALID
joker_00014	42	INVALID, INVALID
joker_00014	44	INVALID, INVALID
joker_00015	2	VALID, VALID
joker_00015	8	INVALID, INVALID
joker_00015	10	ACCEPTABLE, INVALID
joker_00015	12	ACCEPTABLE, ACCEPTABLE
joker_00015	14	INVALID, INVALID
