dialogue_id	turn_id	annotations
ticktock_00001	2	INVALID
ticktock_00001	4	INVALID
ticktock_00001	6	VALID
ticktock_00001	8	VALID
ticktock_00001	10	VALID
ticktock_00001	12	VALID
ticktock_00001	14	VALID
ticktock_00001	20	VALID
ticktock_00001	22	VALID
ticktock_00001	24	ACCEPTABLE
ticktock_00002	2	INVALID
ticktock_00002	4	ACCEPTABLE
ticktock_00002	6	INVALID
ticktock_00002	8	VALID
ticktock_00002	10	INVALID
ticktock_00002	16	INVALID
ticktock_00002	18	ACCEPTABLE
ticktock_00002	20	INVALID
ticktock_00002	22	INVALID
ticktock_00002	24	INVALID
ticktock_00003	2	INVALID
ticktock_00003	4	INVALID
ticktock_00003	6	VALID
ticktock_00003	12	INVALID
ticktock_00003	14	ACCEPTABLE
ticktock_00003	16	INVALID
ticktock_00003	18	INVALID
ticktock_00003	20	INVALID
ticktock_00003	22	INVALID
ticktock_00003	24	ACCEPTABLE
ticktock_00003	26	VALID
ticktock_00004	2	INVALID
ticktock_00004	4	VALID
ticktock_00004	6	VALID
ticktock_00004	8	ACCEPTABLE
ticktock_00004	10	INVALID
ticktock_00004	12	ACCEPTABLE
ticktock_00004	14	INVALID
ticktock_00004	16	ACCEPTABLE
ticktock_00004	22	INVALID
ticktock_00004	24	ACCEPTABLE
ticktock_00005	2	INVALID
ticktock_00005	4	INVALID
ticktock_00005	6	INVALID
ticktock_00005	8	ACCEPTABLE
ticktock_00005	10	INVALID
ticktock_00005	12	VALID
ticktock_00005	18	ACCEPTABLE
ticktock_00005	20	INVALID
ticktock_00006	2	ACCEPTABLE
ticktock_00006	4	INVALID
ticktock_00006	6	ACCEPTABLE
ticktock_00006	8	VALID
ticktock_00006	10	INVALID
ticktock_00006	12	INVALID
ticktock_00006	18	INVALID
ticktock_00006	20	INVALID
ticktock_00006	22	ACCEPTABLE
ticktock_00007	2	INVALID
ticktock_00007	4	INVALID
ticktock_00007	6	INVALID
ticktock_00007	8	VALID
ticktock_00007	10	VALID
ticktock_00007	16	INVALID
ticktock_00007	18	VALID
ticktock_00007	20	VALID
ticktock_00007	22	INVALID
ticktock_00007	24	INVALID
ticktock_00008	2	INVALID
ticktock_00008	4	ACCEPTABLE
ticktock_00008	6	VALID
ticktock_00008	12	ACCEPTABLE
ticktock_00008	14	INVALID
ticktock_00008	16	VALID
ticktock_00008	18	ACCEPTABLE
ticktock_00008	20	INVALID
ticktock_00008	22	ACCEPTABLE
ticktock_00008	24	ACCEPTABLE
ticktock_00008	26	ACCEPTABLE
ticktock_00009	6	ACCEPTABLE
ticktock_00009	8	VALID
ticktock_00009	10	INVALID
ticktock_00009	12	VALID
ticktock_00009	14	INVALID
ticktock_00009	16	INVALID
ticktock_00009	18	VALID
ticktock_00009	20	VALID
ticktock_00009	26	INVALID
ticktock_00010	2	INVALID
ticktock_00010	4	INVALID
ticktock_00010	6	INVALID
ticktock_00010	8	INVALID
ticktock_00010	10	VALID
ticktock_00010	12	ACCEPTABLE
ticktock_00010	14	INVALID
ticktock_00010	20	INVALID
ticktock_00010	22	VALID
ticktock_00010	24	ACCEPTABLE
ticktock_00010	26	INVALID
ticktock_00010	28	INVALID
ticktock_00010	30	INVALID
ticktock_00010	32	INVALID
ticktock_00011	2	ACCEPTABLE, INVALID, ACCEPTABLE, INVALID
ticktock_00011	8	INVALID, INVALID, ACCEPTABLE, INVALID
ticktock_00011	10	INVALID, INVALID, INVALID, VALID
ticktock_00011	12	ACCEPTABLE, INVALID, INVALID, VALID
ticktock_00011	14	VALID, ACCEPTABLE, ACCEPTABLE, VALID
ticktock_00011	16	VALID, ACCEPTABLE, VALID, VALID
ticktock_00011	18	VALID, VALID, VALID, VALID
ticktock_00011	20	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, VALID
ticktock_00011	22	ACCEPTABLE, INVALID, INVALID, INVALID
ticktock_00012	6	INVALID
ticktock_00012	8	ACCEPTABLE
ticktock_00012	10	VALID
ticktock_00012	12	ACCEPTABLE
ticktock_00012	14	INVALID
ticktock_00012	16	INVALID
ticktock_00012	18	INVALID
ticktock_00012	20	INVALID
ticktock_00012	26	INVALID
ticktock_00013	2	ACCEPTABLE
ticktock_00013	4	INVALID
